Epoch,Train Loss,Train Accuracy
1,1.0694183847483467,51.021671826625386
2,0.9386928116574007,52.26006191950464
3,0.9304946859677633,49.22600619195047
4,0.9240322627273261,54.17956656346749
5,0.9287849243949441,52.19814241486068
6,0.9240612446093092,54.17956656346749
7,0.9148737764826008,54.17956656346749
8,0.9085597430958468,54.17956656346749
9,0.9092765579036638,54.17956656346749
10,0.9032715710939145,54.17956656346749
11,0.9041967064726586,54.17956656346749
12,0.8981076829573688,54.4891640866873
13,0.8877010146776835,55.417956656346746
14,0.8710581309655133,56.53250773993808
15,0.8449667236384224,57.70897832817337
16,0.8243013702186883,59.56656346749226
17,0.8070526941149843,59.690402476780186
18,0.7967989818722594,59.195046439628484
19,0.7739668266445983,61.424148606811144
20,0.7618565582761577,61.671826625387
21,0.7441657851724064,62.60061919504644
22,0.7362311903168174,63.03405572755418
23,0.7355303296855852,63.71517027863777
24,0.7230079559718862,64.08668730650155
25,0.7143011198324316,64.70588235294117
26,0.7019144816725862,65.82043343653251
27,0.701368755569645,65.82043343653251
28,0.6920496786341948,65.69659442724458
29,0.6853611568609873,67.36842105263158
30,0.6809671655589459,66.87306501547988
31,0.6788887288056168,66.687306501548
32,0.6708046618629905,67.92569659442725
33,0.6633118683216619,67.12074303405572
34,0.6697164312297222,67.86377708978328
35,0.6622131449334762,66.37770897832817
36,0.6571582135032205,68.73065015479877
37,0.6555549753647224,67.92569659442725
38,0.6435590848034504,69.10216718266254
39,0.6409848671333462,69.6594427244582
40,0.636916659041947,70.09287925696594
41,0.6304523085846621,69.6594427244582
42,0.6300110150786007,69.59752321981424
43,0.6176958241883446,71.82662538699691
44,0.6141079798632977,72.26006191950465
45,0.6048319363126567,71.70278637770897
46,0.6073793085182414,73.0030959752322
47,0.5974194892481262,73.18885448916409
48,0.5900826915806415,73.312693498452
49,0.5784689515244728,74.48916408668731
50,0.5734768334557029,74.79876160990712
51,0.5736048256649691,74.984520123839
52,0.565865653402665,74.984520123839
53,0.5625628595258675,75.29411764705883
54,0.5566050848540138,75.47987616099071
55,0.5546085583228691,75.72755417956657
56,0.5514854081705505,74.6749226006192
57,0.5429020570773705,75.78947368421052
58,0.5330697251301185,76.22291021671826
59,0.5302284500178169,76.22291021671826
60,0.5289504446235358,77.27554179566563
61,0.524944479558982,76.22291021671826
62,0.5194983219399172,76.96594427244582
63,0.5105227424817926,77.08978328173374
64,0.49663062130703645,78.08049535603715
65,0.49319418621998207,79.87616099071208
66,0.4914842475863064,78.88544891640866
67,0.4884698163060581,79.75232198142415
68,0.4884788721215491,80.06191950464397
69,0.4906216123524834,78.26625386996903
70,0.4919039291494033,79.81424148606811
71,0.4863017499446869,80.06191950464397
72,0.485451049080082,80.37151702786377
73,0.48678816358248395,80.0
74,0.484586158803865,80.06191950464397
75,0.4844252134070677,80.06191950464397
76,0.485144478725452,80.06191950464397
77,0.4857282445711248,80.06191950464397
78,0.4857049923317105,80.06191950464397
79,0.48680296423388464,80.06191950464397
80,0.48643968093628975,80.06191950464397
81,0.48386044887935414,80.06191950464397
82,0.48861294692637874,80.06191950464397
83,0.4860738112645991,80.06191950464397
84,0.4851791408716464,80.06191950464397
85,0.4873444081521502,80.06191950464397
86,0.4860215637029386,80.06191950464397
87,0.48367231558350954,80.06191950464397
88,0.48511724261676564,80.06191950464397
89,0.483778434641221,80.06191950464397
90,0.48811814188957214,80.06191950464397
91,0.4828835755002265,80.06191950464397
92,0.4851624521554685,80.06191950464397
93,0.48572635475326986,80.06191950464397
94,0.4845387251938091,80.06191950464397
95,0.4862992985575807,80.06191950464397
96,0.4868929298485027,80.06191950464397
97,0.4868466556072235,80.06191950464397
98,0.485858280284732,80.06191950464397
99,0.4849377204390133,80.06191950464397
100,0.48849062767683293,80.06191950464397
101,0.48653798068270965,80.06191950464397
102,0.48722807507888943,80.06191950464397
103,0.48565808464499083,80.06191950464397
104,0.48395950712409674,80.06191950464397
105,0.48465998850616754,80.06191950464397
106,0.4871510740588693,80.06191950464397
107,0.48770349516588096,80.06191950464397
108,0.4834357470858331,80.06191950464397
109,0.4850873643276738,80.06191950464397
110,0.487260815559649,80.06191950464397
111,0.4843589353795145,80.06191950464397
112,0.48344044533430364,80.06191950464397
113,0.485814584236519,80.06191950464397
114,0.4848138643246071,80.06191950464397
115,0.4832797143973556,80.06191950464397
116,0.483372347612007,80.06191950464397
117,0.4884352532087588,80.06191950464397
118,0.48523815765100364,80.06191950464397
119,0.48487138193027646,80.06191950464397
120,0.4844444633698931,80.06191950464397
121,0.4866008606611514,80.06191950464397
122,0.48426570670277463,80.06191950464397
123,0.4850678665965211,80.06191950464397
124,0.48774994646801667,80.06191950464397
125,0.4843016494722927,80.06191950464397
126,0.4831364248313156,80.06191950464397
127,0.4844329246118957,80.06191950464397
128,0.487314406563254,80.06191950464397
129,0.4879840568584554,80.06191950464397
130,0.4839620946669111,80.06191950464397
131,0.4836103436993618,80.12383900928792
132,0.48636114129833147,80.12383900928792
133,0.484381765127182,80.12383900928792
134,0.4853062407643187,80.12383900928792
135,0.4874174133235333,80.12383900928792
136,0.4851860614383922,80.12383900928792
137,0.48849741968454097,80.12383900928792
138,0.48630523506332846,80.12383900928792
139,0.4862143660292906,80.12383900928792
140,0.4842005781098908,80.12383900928792
141,0.4856679223331751,80.12383900928792
142,0.48522156360102636,80.12383900928792
143,0.48466195020021174,80.12383900928792
144,0.48475977223293454,80.12383900928792
145,0.48615196814724043,80.12383900928792
146,0.4843570975696339,80.12383900928792
147,0.4882179673980264,80.12383900928792
148,0.48647019851441475,80.12383900928792
149,0.48503097249012367,80.12383900928792
150,0.4830735787457111,80.12383900928792
